CityID;CityName;StateProvinceID;Latitude;Longitude;LatestRecordedPopulation
930;Antelope;17;38.4361259;-96.9739075;NULL
931;Antelope;43;43.3030592;-100.6293047;826
932;Antelope;38;44.9106819;-120.7228173;46
933;Antelope;27;48.6897494;-104.4582863;51
934;Anthem;3;33.8672581;-112.1468235;21700
935;Anthon;16;42.3883232;-95.8666772;565
936;Anthony;17;37.1533554;-98.0311728;2269
937;Anthony;32;32.0039897;-106.6058257;9360
938;Anthony;45;31.9992676;-106.6055478;5011
939;Anthony;10;29.2894189;-82.1117588;NULL
940;Anthony;51;37.8959542;-80.3320174;NULL
941;Anthonyville;4;35.0395377;-90.3409315;161
942;Anthoston;18;37.7594876;-87.5383429;NULL
943;Antietam;21;39.416211;-77.7422152;89
944;Antigo;52;45.140245;-89.1523353;8234
945;Antimony;46;38.1169284;-111.99964;122
946;Antioch;37;34.7290264006;-97.4293646885;NULL
947;Antioch;28;42.0683069;-102.5821415;NULL
948;Antioch;5;38.0049214;-121.805789;102372
949;Antioch;14;42.4772418;-88.0956396;14430
950;Antioch;36;39.660074;-81.0678844;86
951;Antler;35;48.9708532;-101.2823803;27
952;Antlers;37;34.2351594006;-95.6440306885;2453
953;Antoine;4;34.0362152;-93.4207343;117
954;Anton;45;33.8112013;-102.1637854;1126
955;Anton;18;37.3519891;-87.3947207;NULL
956;Anton;6;39.7416502;-103.2171616;NULL
957;Anton Chico;32;35.2000506;-105.1422244;188
958;Antón Ruíz;40;18.1882693;-65.8078813;1589
959;Antone;38;44.4715299;-119.8099881;NULL
960;Antonia;19;31.564342;-92.4093051;NULL
961;Antonino;17;38.7839011;-99.3926061;NULL
962;Antonito;6;37.079179;-106.0086329;781
963;Antreville;42;34.3039983;-82.5423502;140
964;Antrim;30;43.0309142;-71.9389689;1397
965;Antrim;19;32.8773616;-93.705177;NULL
966;Antrim;39;41.633961;-77.2869204;NULL
967;Antrim;36;40.1203474;-81.3584466;NULL
968;Antwerp;33;44.1992272;-75.6068791;686
969;Antwerp;36;41.1814388;-84.7405144;1736
970;Anvik;2;62.6561111;-160.2066667;85
971;Anza;5;33.555028;-116.6736299;3014
972;Apache;37;34.8976240006;-98.3896705885;1444
973;Apache Creek;32;33.833109;-108.6250625;67
974;Apache Junction;3;33.4150485;-111.5495777;35840
975;Apalachee;11;33.6865126;-83.4309962;NULL
976;Apalachicola;10;29.7257675;-84.9832435;2231
977;Apalachin;33;42.0695189;-76.1546504;1131
978;Apex;34;35.732652;-78.8502856;37476
979;Apgar;27;48.527745;-113.9931745;NULL
980;Apison;44;35.023964;-85.0238375;2469
981;Aplin;4;34.9739783;-92.9787838;NULL
982;Aplington;16;42.5841454;-92.8843642;1128
983;Apollo;39;40.5814546;-79.5664333;1647
984;Apollo Beach;10;27.7730836;-82.4075935;14055
985;Apopka;10;28.6805529;-81.5095165;41542
986;Appalachia;49;36.9067631;-82.7818275;1754
987;Apple Canyon Lake;14;42.42061;-90.15647;558
988;Apple Creek;36;40.7517229;-81.8393038;1173
989;Apple Grove;51;38.6650835;-82.1690338;204
990;Apple Grove;49;37.8929198;-77.8969398;NULL
991;Apple Mountain Lake;49;38.9242777;-78.1013873;1396
992;Apple River;14;42.5050054;-90.0987361;366
993;Apple Springs;45;31.2235179;-94.9663228;NULL
994;Apple Valley;36;40.4389;-82.35391;5058
995;Apple Valley;5;34.5008311;-117.1858759;69135
996;Apple Valley;46;37.0897057;-113.1243876;701
997;Apple Valley;24;44.7319094;-93.21772;49084
998;Appleby;45;31.7162882;-94.6049313;474
999;Applegate;23;43.3553017;-82.6371499;248
1000;Applegate;5;39.0007303;-120.9924431;NULL
1001;Applegate;38;42.2570662;-123.1683833;NULL
1002;Appleton;33;43.3275563;-78.6480878;NULL
1003;Appleton;20;44.289243;-69.2508768;NULL
1004;Appleton;24;45.1969058;-96.0197673;1412
1005;Appleton;52;44.2619309;-88.4153847;72623
1006;Appleton;4;35.4253584;-92.8743347;NULL
1007;Appleton City;26;38.1905819;-94.0293867;1127
1008;Applewold;39;40.8086753;-79.5217115;310
1009;Appling;11;33.5459683;-82.3159572;NULL
1010;Appomattox;49;37.3570894;-78.8252911;1733
1011;Apshawa;31;41.0175974;-74.3629292;NULL
1012;Aptakisic;14;42.182525;-87.9472943;NULL
1013;Aptos;5;36.9771729;-121.8994016;6220
1014;Aqua Park;37;35.6243207006;-95.0998511885;NULL
1015;Aquadale;34;35.2273678;-80.2256167;397
1016;Aquasco;21;38.5851203;-76.7249652;981
1017;Aquebogue;33;40.9445438;-72.6270382;2438
1018;Aquia Harbour;49;38.4626238;-77.3888714;6727
1019;Aquilla;45;31.8515484;-97.2180635;109
1020;Aquilla;36;41.5725513;-81.1542664;340
1021;Arab;1;34.3181497;-86.4958219;8050
1022;Arabi;19;29.9543702;-90.0053477;3635
1023;Arabi;11;31.8315661;-83.7379487;586
1024;Arabia;36;38.6581354;-82.4734899;NULL
1025;Arabia;28;42.7311139;-100.372629;NULL
1026;Aragon;32;33.8811636;-108.5389502;94
1027;Aragon;11;34.045655;-85.056058;1249
1028;Aransas Pass;45;27.9094677;-97.1499898;8204
1029;Arapaho;37;35.5817746006;-98.9883141885;796
1030;Arapahoe;6;38.8500072;-102.1821277;NULL
1031;Arapahoe;34;35.0257168;-76.8254925;556
1032;Arapahoe;53;42.9621822;-108.4898309;1656
1033;Arapahoe;28;40.3041736;-99.900402;1026
1034;Ararat;49;36.599025;-80.5106192;NULL
1035;Arbela;26;40.4625355;-92.0168425;41
1036;Arboles;6;37.0280607;-107.4192149;280
1037;Arbon;13;42.4557488;-112.5683118;NULL
1038;Arbon Valley;13;42.8846716;-112.5942843;599
1039;Arbor Hill;16;41.3666552;-94.3182941;NULL
1040;Arbor Vitae;52;45.9205077;-89.6634802;NULL
1041;Arbuckle;5;39.0173963;-122.0577477;3028
1042;Arbury Hills;14;41.5355887;-87.8475511;NULL
1043;Arbutus;21;39.2545512;-76.6999702;20483
1044;Arbyrd;26;36.0509021;-90.2387092;509
1045;Arcade;33;42.5339513;-78.4230737;2071
1046;Arcade;11;34.0778881;-83.5615536;1786
1047;Arcade;45;31.8029048;-102.4459776;NULL
1048;Arcadia;45;29.3832908;-95.1202075;NULL
1049;Arcadia;39;40.7811757;-78.852531;NULL
1050;Arcadia;42;34.9581764;-81.9906603;2634
1051;Arcadia;37;35.6706707006;-97.3504855885;247
1052;Arcadia;23;44.4930555;-86.2317586;291
1053;Arcadia;10;27.2158826;-81.8584164;7637
1054;Arcadia;15;40.1758704;-86.0216521;1666
1055;Arcadia;36;41.1083868;-83.5168725;590
1056;Arcadia;28;41.4233426;-99.126204;311
1057;Arcadia;5;34.1397292;-118.0353449;56364
1058;Arcadia;19;32.5490406;-92.920158;2919
1059;Arcadia;52;44.2527405;-91.5015432;2925
1060;Arcadia;26;37.5881058;-90.6290109;608
1061;Arcadia;17;37.6419893;-94.6238481;310
1062;Arcadia;16;42.0872073;-95.0461023;484
1063;Arcadia Lakes;42;34.0537651;-80.9612008;861
1064;Arcanum;36;39.9900504;-84.553286;2129
1065;Arcata;5;40.8665166;-124.0828396;17231
1066;Arch Cape;38;45.8289958;-123.9620824;NULL
1067;Archbald;39;41.4948038;-75.5368521;6984
1068;Archbold;36;41.5214401;-84.307172;4346
1069;Archdale;34;35.914581;-79.9719831;11415
1070;Archer;10;29.5299677;-82.5189969;1118
1071;Archer;16;43.1152567;-95.7458466;131
1072;Archer;28;41.1652914;-98.1358939;81
1073;Archer City;45;33.5956593;-98.6256128;1834
1074;Archer Lodge;34;35.6940442;-78.3755557;4292
1075;Archibald;19;32.3490353;-91.7773484;NULL
1076;Archie;19;31.5798958;-91.9673517;NULL
1077;Archie;26;38.4816813;-94.3543929;1170
1078;Archville;33;41.1217626;-73.8612466;NULL
1079;Arco;11;31.2013406;-81.5062129;NULL
1080;Arco;24;44.3835765;-96.1836478;75
1081;Arco;13;43.6365693;-113.3002844;995
1082;Arcola;25;33.2698419;-90.8798226;361
1083;Arcola;26;37.5492098;-93.8752137;55
1084;Arcola;14;39.684755;-88.3064367;2916
1085;Arcola;11;32.3435229;-81.6020546;NULL
1086;Arcola;49;38.9517772;-77.5341578;233
1087;Arcola;45;29.4960702;-95.4657756;1642
1088;Arcola;15;41.1036587;-85.294141;NULL
1089;Arctic Village;2;68.1269444;-145.5377778;152
1090;Ardara;39;40.357847;-79.7350449;NULL
1091;Arden;33;41.2745381;-74.1529235;NULL
1092;Arden;29;36.0180284;-115.2308304;NULL
1093;Arden;4;33.6895629;-94.2857555;NULL
1094;Arden;8;39.8092794;-75.4865866;439
1095;Arden Hills;24;45.0502435;-93.1566112;9552
1096;Arden Town;5;38.5740724;-121.3830078;NULL
1097;Ardencroft;8;39.8042795;-75.491309;231
1098;Ardentown;8;39.808446;-75.4829752;264
1099;Ardenvoir;50;47.7373499;-120.3689741;NULL
1100;Ardmore;43;43.0194127;-103.6563145;NULL
1101;Ardmore;39;40.0067786;-75.2854622;12455
1102;Ardmore;44;34.993993683;-86.8440196322;1213
1103;Ardmore;1;34.9886941475;-86.841826721;1194
1104;Ardmore;37;34.1782085006;-97.1674084885;24283
1105;Ardoch;35;48.2072096;-97.3422986;67
1106;Ardsley;33;41.0106531;-73.8437452;4452
1107;Arecibo;40;18.472445;-66.7157306;44191
1108;Aredale;16;42.8330278;-93.0054745;74
1109;Arena;52;43.165548;-89.9129013;834
1110;Arenas Valley;32;32.7939639;-108.1842122;1522
1111;Arendtsville;39;39.923149;-77.2985956;952
1112;Arenzville;14;39.8769918;-90.3734571;409
1113;Argenta;14;39.9819808;-88.8228535;947
1114;Argentine;23;42.7914188;-83.846343;2525
1115;Argo;1;33.6817681;-86.5305409;4071
1116;Argo;18;37.4806644;-82.0631829;NULL
1117;Argo;45;33.2551176;-94.8949339;NULL
1118;Argonia;17;37.265854;-97.7656092;501
1119;Argonne;52;45.6596839;-88.8792825;160
1120;Argos;15;41.2378;-86.214646;1691
1121;Argusville;35;47.0521927;-96.9345275;475
1122;Argyle;52;42.7011151;-89.8670679;857
1123;Argyle;33;43.2378519;-73.4915018;306
1124;Argyle;24;48.3327553;-96.8208949;639
1125;Argyle;26;38.2944849;-92.0237835;162
1126;Argyle;11;31.0741004;-82.6484726;212
1127;Argyle;45;33.1212321;-97.1833475;3282
1128;Argyle;16;40.5317073;-91.5662701;NULL
1129;Arial;42;34.8459487;-82.641522;2543
1130;Ariel;50;45.9567789;-122.5709345;NULL
1131;Ariel;10;28.9005441;-80.8636643;NULL
1132;Arietta;33;43.246181;-74.5176433;NULL
1133;Arimo;13;42.559917;-112.1713544;355
1134;Arion;16;41.9491551;-95.4636115;108
1135;Aripeka;10;28.4322226;-82.6642675;308
1136;Aripine;3;34.4083712;-110.4309553;NULL
1137;Arispe;45;31.1512406;-105.2749522;NULL
1138;Arispe;16;40.9494354;-94.2191198;100
1139;Arista;51;37.4726158;-81.2606557;NULL
1140;Aristes;39;40.8184206;-76.3382806;311
1141;Ariton;1;31.6001655;-85.7188298;764
1142;Arivaca;3;31.5748121;-111.3323208;695
1143;Arivaca Junction;3;31.7273097;-111.0612026;1090
1144;Arizona City;3;32.7558935;-111.6709584;10475
1145;Arizona Village;3;34.8530598;-114.5844085;946
1146;Arkadelphia;4;34.1209292;-93.053784;10714
1147;Arkadelphia;1;33.9051027;-86.9625006;NULL
1148;Arkana;4;36.2384016;-92.316546;NULL
1149;Arkansas City;4;33.6087222;-91.2067794;366
1150;Arkansas City;17;37.0619736;-97.0383712;12415
1151;Arkansaw;52;44.6338546;-92.0312839;177
1152;Arkdale;52;44.0271908;-89.8879049;158
1153;Arkinda;4;33.7803931;-94.4688178;NULL
1154;Arkoe;26;40.2580466;-94.827747;68
1155;Arkoma;37;35.3584838006;-94.4578873885;1989
1156;Arkport;33;42.3945133;-77.6966596;844
1157;Arkwright;33;42.4070024;-79.2364314;NULL
1158;Arland;52;45.3382928;-92.0229576;NULL
1159;Arlee;27;47.1618716;-114.0851093;636
1160;Arletta;50;47.2900966;-122.6676311;NULL
1161;Arley;1;34.078993;-87.2122325;357
1162;Arlington;44;35.2961973;-89.661469;11517
1163;Arlington;50;48.1987118;-122.1251418;17926
1164;Arlington;38;45.716796;-120.2008761;586
1165;Arlington;45;32.735687;-97.1080656;365438
1166;Arlington;28;41.4524974;-96.3511329;1243
1167;Arlington;14;41.4736452;-89.2492531;193
1168;Arlington;36;40.8936647;-83.6502092;1455
1169;Arlington;11;31.4398976;-84.7249188;1479
1170;Arlington;18;36.7903347;-89.012842;324
1171;Arlington;33;41.6959269;-73.8968025;4061
1172;Arlington;47;43.0747996;-73.1539955;1213
1173;Arlington;22;42.4153739;-71.1564428;42844
1174;Arlington;52;43.338044;-89.3803956;819
1175;Arlington;43;44.3644133;-97.1331212;915
1176;Arlington;17;37.8966808;-98.1786739;473
1177;Arlington;16;42.7491501;-91.6712664;429
1178;Arlington;24;44.6082967;-94.0805278;2233
1179;Arlington;49;38.8903896;-77.0841446;207627
1180;Arlington;34;36.2273569;-80.8334037;NULL
1181;Arlington;19;30.3882477;-91.1717733;NULL
1182;Arlington;3;33.3255978;-112.7640604;194
1183;Arlington;53;41.5946899;-106.2083459;25
1184;Arlington;15;39.6425462;-85.576363;433
1185;Arlington;6;38.3361148;-103.3432665;NULL
1186;Arlington Heights;36;39.2150584;-84.4554978;745
1187;Arlington Heights;14;42.0883603;-87.9806265;75101
1188;Arm;25;31.5029489;-90.0161945;NULL
1189;Arma;17;37.5439358;-94.7002395;1481
1190;Armada;23;42.8441964;-82.8843722;1730
1191;Armagh;39;40.4536813;-79.0319742;122
1192;Armbrust;39;40.2236816;-79.5511504;NULL
1193;Armijo;32;35.0536584;-106.677248;NULL
1194;Armington;27;47.3663543;-110.9035659;NULL
1195;Armington;14;40.3389293;-89.3114813;343
1196;Arminto;53;43.1788513;-107.2575661;NULL
1197;Armona;5;36.3157833;-119.7084642;4156
1198;Armonk;33;41.1264849;-73.7140195;4330
1199;Armor;33;42.7406149;-78.7989204;NULL
1200;Armorel;4;35.9200742;-89.7981381;NULL
1201;Armour;43;43.3186012;-98.3467455;699
1202;Armstrong;16;43.3960697;-94.4783082;926
1203;Armstrong;26;39.2697545;-92.7012937;284
1204;Armstrong;10;29.7621914;-81.4478542;NULL
1205;Armstrong;37;34.0554319006;-96.3690515885;105
1206;Armstrong;45;26.9244994;-97.7913842;NULL
1207;Armstrong Creek;52;45.6582937;-88.4462301;NULL
1208;Armstrongs Mills;36;39.9081284;-80.9348176;NULL
1209;Arnaudville;19;30.3976973;-91.9315062;1057
1210;Arnegard;35;47.8077966;-103.4410273;115
1211;Arnett;37;34.7512287006;-99.9888857885;NULL
1212;Arnett;45;31.445163;-97.8914151;NULL
1214;Arney;45;34.6872861;-102.1029694;NULL
1215;Arno;45;31.6631852;-103.6360152;NULL
1216;Arnold;39;40.1164618;-79.825045;498
1218;Arnold;24;46.8802157;-92.0904654;2960
1219;Arnold;26;38.4328317;-90.3776187;20808
1220;Arnold;21;39.0320554;-76.5027395;23106
1221;Arnold;5;38.2554729;-120.3510307;3843
1222;Arnold;28;41.4225018;-100.1934649;597
1223;Arnold Line;25;31.3351739;-89.3733971;1719
1224;Arnold Mill;11;34.1175977;-84.387982;NULL
1225;Arnolds Park;16;43.3727408;-95.1238841;1126
1226;Arnoldsville;11;33.9051167;-83.2168199;357
1227;Arnot;39;41.6625737;-77.1230256;332
1228;Arnott;52;44.4571931;-89.446783;NULL
1229;Arock;38;42.9140441;-117.5251539;NULL
1230;Aroma Park;14;41.0797548;-87.8114285;743
1231;Aromas;5;36.8885646;-121.6430011;2650
1232;Arona;39;40.2692366;-79.6614311;370
1233;Aroya;6;38.8541641;-103.1254894;NULL
1234;Arp;45;32.2254332;-95.0577207;970
1235;Arpelar;37;34.9459853006;-95.9893366885;272
1236;Arpin;52;44.540516;-90.0351302;333
1237;Arredondo;10;29.6049677;-82.4092726;NULL
1238;Arrey;32;32.848685;-107.3191907;232
1239;Arriba;6;39.2860997;-103.2754955;193
1240;Arrington;49;37.6840306;-78.9011326;708
1241;Arrington;17;39.4627757;-95.5363667;NULL
1242;Arrow Creek;27;47.3444156;-110.1752033;NULL
1243;Arrow Point;26;36.5447891;-93.6193575;86
1244;Arrow Rock;26;39.0697466;-92.9465808;56
1245;Arrowbear Lake;5;34.2108413;-117.0833709;NULL
1246;Arrowhead Highlands;5;34.2300069;-117.2628206;NULL
1247;Arrowsic;20;43.8498038;-69.7781013;NULL
1248;Arrowsmith;14;40.4494787;-88.6317305;294
1249;Arroyo;40;17.9658005;-66.0612756;6396
1250;Arroyo Grande;5;35.1185869;-120.5907252;17252
1251;Arroyo Hondo;32;36.5358566;-105.6697335;474
1252;Arroyo Seco;32;36.5166928;-105.5691763;1785
1253;Art;45;30.7385109;-99.1114416;NULL
1254;Artas;43;45.8880399;-99.8065067;9
1255;Artemus;18;36.8334202;-83.8415895;590
1256;Artesia;3;32.6981232;-109.7075779;NULL
1257;Artesia;5;33.8658484;-118.0831212;16522
1258;Artesia;32;32.8423345;-104.4032963;11301
1259;Artesia;25;33.4153994;-88.6439366;440
1260;Artesia Wells;45;28.279997;-99.2844773;NULL
1261;Artesian;43;44.0091465;-97.9209135;138
1262;Arthur;35;47.1041435;-97.2181431;337
1263;Arthur;16;42.3347078;-95.3474969;206
1264;Arthur;28;41.5716538;-101.691565;117
1265;Arthur;14;39.7147552;-88.472278;2288
1266;Arthur;44;36.5481372;-83.6707465;NULL
1267;Arthur;29;40.7965912;-115.1908833;337
1268;Arthur City;45;33.8703827;-95.5063468;NULL
1269;Artois;5;39.6196036;-122.1938726;295
1270;Arundel;20;43.3825857;-70.4778292;NULL
1271;Arundel Village;21;39.2223299;-76.6041327;NULL
1272;Arvada;6;39.8027644;-105.0874842;106433
1273;Arvada;53;44.6535934;-106.1311391;43
1274;Arvana;45;32.8098214;-101.9148794;NULL
1275;Arvin;5;35.209129;-118.828431;19304
1276;Arvonia;49;37.683478;-78.3413918;NULL
1277;Asbury;51;37.8198426;-80.5592455;NULL
1278;Asbury;31;40.6959334;-75.0101715;273
1279;Asbury;16;42.5144462;-90.751516;4170
1280;Asbury;26;37.2744997;-94.6055102;207
1281;Asbury Park;31;40.2203907;-74.0120817;16116
1282;Ascutney;47;43.4070172;-72.4070346;540
1283;Ash Flat;4;36.2239566;-91.6084751;1082
1284;Ash Fork;3;35.2250114;-112.4840675;396
1285;Ash Grove;26;37.3153257;-93.5852004;1472
1286;Ash Grove;17;39.1613974;-98.3620041;NULL
1287;Asharoken;33;40.9278757;-73.3598395;654
1288;Ashaway;41;41.4234329;-71.7856238;1485
1289;Ashburn;11;31.7060134;-83.653224;4152
1290;Ashburn;26;39.5447683;-91.1687521;52
1291;Ashburn;49;39.0437192;-77.4874899;43511
1292;Ashburnham;22;42.636199;-71.907854;NULL
1293;Ashby;22;42.6778657;-71.8203525;NULL
1294;Ashby;28;42.0219276;-101.9276811;NULL
1295;Ashby;1;33.0209548;-86.9194347;NULL
1296;Ashby;24;46.093016;-95.8175498;446
1297;Ashdown;4;33.6742867;-94.1313054;4723
1298;Asheboro;34;35.7079146;-79.8136446;25012
1299;Asher;37;34.9934707006;-96.9474152885;393
1300;Asherton;45;28.4419323;-99.7603293;1084
1301;Asherville;17;39.4058375;-97.9769886;28
1302;Asheville;34;35.6009452;-82.554015;83393
1303;Ashfield;22;42.5264745;-72.788426;NULL
1304;Ashford;7;41.8731532;-72.1214653;NULL
1305;Ashford;33;42.3203418;-78.6080818;NULL
1306;Ashford;52;43.5869385;-88.3706558;NULL
1307;Ashford;50;46.7584413;-122.0309409;217
1308;Ashford;1;31.1829562;-85.236321;2148
1309;Ashippun;52;43.2119477;-88.5162108;333
1310;Ashkum;14;40.8803114;-87.9550405;761
1311;Ashland;18;38.4784144;-82.6379387;21684
1312;Ashland;14;39.8878264;-90.0078907;1333
1313;Ashland;1;33.2737256;-85.8360741;2037
1314;Ashland;25;34.832872;-89.1759026;569
1315;Ashland;27;45.5944444;-106.2708477;824
1316;Ashland;5;37.6946528;-122.1138531;21925
1317;Ashland;19;32.1418256;-93.0982193;269
1318;Ashland;38;42.1945759;-122.7094767;20078
1319;Ashland;26;38.7744802;-92.2571304;3707
1320;Ashland;28;41.039165;-96.368346;2453
1321;Ashland;49;37.7590318;-77.4799837;7225
1322;Ashland;17;37.1886376;-99.7656834;867
1323;Ashland;39;40.7817542;-76.3457825;2817
1324;Ashland;36;40.8686675;-82.3182178;20362
1325;Ashland;52;46.5924428;-90.8837982;8216
1326;Ashland;30;43.6953512;-71.6306325;1244
1327;Ashland;37;34.7718192006;-96.0935037885;66
1328;Ashland;20;46.6311528;-68.4061523;709
1329;Ashland;33;42.3036956;-74.3334789;NULL
1330;Ashland;22;42.2612067;-71.4633956;NULL
1331;Ashland City;44;36.2742207;-87.0641699;4541
1332;Ashland Heights;43;44.1297097;-103.1251785;754
1333;Ashley;36;40.4089499;-82.955461;1330
1334;Ashley;39;41.2103599;-75.8965859;2790
1335;Ashley;35;46.0341408;-99.3715033;749
1336;Ashley;14;38.3294942;-89.1909097;536
1337;Ashley;23;43.186696;-84.4744347;563
1338;Ashley;15;41.526203;-85.066784;983
1339;Ashley;26;39.2511547;-91.2204236;90
1340;Ashley Heights;34;35.0904381;-79.3697567;380
1341;Ashmore;14;39.5330909;-88.0222582;785
1342;Ashport;44;35.7600774;-89.7856373;NULL
1343;Ashtabula;36;41.8650534;-80.7898089;19124
1344;Ashtola;45;35.0064389;-101.0434843;NULL
1345;Ashton;42;33.0159946;-80.9706582;NULL
1346;Ashton;21;39.149274;-77.0124774;NULL
1347;Ashton;17;37.0830827;-97.2386534;NULL
1348;Ashton;16;43.3113619;-95.7911276;458
1349;Ashton;43;44.9949746;-98.4978718;122
1350;Ashton;28;41.2480665;-98.7942467;194
1351;Ashton;14;41.8661417;-89.2212088;972
1352;Ashton;13;44.0715807;-111.4482884;1127
1353;Ashville;36;39.7156186;-82.9529584;4097
1354;Ashville;1;33.8370433;-86.2544223;2212
1355;Ashville;39;40.5600684;-78.5486289;227
1356;Ashville;20;44.4878561;-68.1211205;NULL
1357;Ashville;10;30.6165911;-83.6465465;NULL
1358;Ashwaubenon;52;44.4822137;-88.0701034;16963
1359;Ashwood;38;44.7337386;-120.7544782;NULL
1360;Askewville;34;36.1098801;-76.9399544;241
1361;Askov;24;46.1866144;-92.7824204;364
1362;Asotin;50;46.3393265;-117.0482116;1251
1363;Aspen;6;39.1910983;-106.8175387;6658
1364;Aspen;53;41.2057809;-110.7518395;NULL
1365;Aspen Hill;21;39.0795529;-77.0730338;48759
1366;Aspen Park;6;39.539155;-105.2947148;882
1367;Aspen Springs;5;37.5546544;-118.7131817;65
1368;Aspermont;45;33.1334307;-100.2273276;919
1369;Aspers;39;39.9795374;-77.2227605;350
1370;Aspetuck;7;41.2181517;-73.3209508;NULL
1371;Aspinwall;16;41.911931;-95.135549;40
1372;Aspinwall;39;40.4914575;-79.9047732;2801
1373;Assaria;17;38.6802826;-97.6044806;413
1374;Assinippi;22;42.1584343;-70.8508764;NULL
1375;Assumption;28;40.5100145;-98.572288;NULL
1376;Assumption;14;39.5203188;-89.0489712;1168
1377;Astatula;10;28.7097167;-81.7328542;1810
1378;Astico;52;43.3330477;-88.9398302;NULL
1379;Astor;10;29.1624801;-81.5253492;1556
1380;Astor Park;10;29.1535911;-81.5720175;NULL
1381;Astoria;14;40.227545;-90.3595683;1141
1382;Astoria;38;46.1878841;-123.8312534;9477
1383;Astoria;43;44.5582971;-96.547273;139
1384;Atalissa;16;41.5711357;-91.1659888;311
1385;Atascadero;5;35.4894169;-120.6707255;28310
1386;Atascocita;45;29.9988306;-95.1765978;65844
1387;Atchison;17;39.5630521;-95.1216356;11021
1388;Atco;31;39.769838;-74.8873855;NULL
1389;Aten;28;42.8399983;-97.4408942;112
1390;Atglen;39;39.9492712;-75.9735608;1406
1391;Athalia;36;38.5161951;-82.3065383;373
1392;Athelstan;16;40.5722401;-94.5422029;19
1393;Athelstane;52;45.4238558;-88.0953899;NULL
1394;Athena;10;29.9879937;-83.4943108;NULL
1395;Athena;38;45.8117992;-118.4905252;1126
1396;Athens;45;32.2048735;-95.8555207;12710
1397;Athens;19;32.6504281;-93.025717;249
1398;Athens;1;34.8028661;-86.9716741;21897
1399;Athens;44;35.4428512;-84.5929898;13458
1400;Athens;23;42.0886576;-85.2347052;1024
1401;Athens;52;45.0330224;-90.0740226;1105
1402;Athens;39;41.9572965;-76.5179991;3367
1403;Athens;33;42.2603648;-73.8095707;1668
1404;Athens;14;39.9608826;-89.7239944;1988
1405;Athens;36;39.3292396;-82.1012555;23832
1406;Athens;51;37.4223414;-81.0161994;1048
1407;Athens;20;44.9231142;-69.6728296;NULL
1408;Athens;11;33.960948;-83.3779358;NULL
1409;Athens;47;43.1336888;-72.5678685;NULL
1410;Athens;18;37.9492453;-84.3641005;NULL
1411;Atherton;5;37.4613272;-122.197743;6914
1412;Athertonville;18;37.6356174;-85.6041286;NULL
1413;Athol;43;45.0088635;-98.5964856;NULL
1414;Athol;17;39.7650117;-98.9195242;44
1415;Athol;22;42.5959203;-72.2267497;8265
1416;Athol;13;47.9479601;-116.7079745;692
1417;Athol Springs;33;42.769781;-78.8664229;NULL
1418;Atka;2;52.1961111;-174.2005556;61
1419;Atkins;4;35.2464719;-92.9365581;3016
1420;Atkins;16;41.9969436;-91.8621262;1670
1421;Atkins;49;36.8673392;-81.4234428;1143
1422;Atkinson;28;42.5313912;-98.9781525;1245
1423;Atkinson;14;41.4208678;-90.0151121;972
1424;Atkinson;34;34.5285008;-78.171107;299
1425;Atkinson;11;31.2232805;-81.8526121;NULL
1426;Atkinson;30;42.8384221;-71.1470037;NULL
1427;Atkinson Mills;39;40.4553537;-77.8180511;174
1428;Atlanta;4;33.1187457;-93.0526635;131
1429;Atlanta;13;43.8015666;-115.1267474;NULL
1430;Atlanta;33;42.5542347;-77.4724875;NULL
1431;Atlanta;45;33.1137419;-94.1643537;5675
1432;Atlanta;19;31.805166;-92.7382068;163
1433;Atlanta;15;40.2153151;-86.0263746;725
1434;Atlanta;28;40.3666766;-99.4731595;131
1435;Atlanta;11;33.7489954;-84.3879824;420003
1436;Atlanta;26;39.898646;-92.4810208;385
1437;Atlanta;14;40.2594846;-89.2334236;1692
1438;Atlanta;17;37.4364104;-96.7647517;195
1439;Atlanta;23;45.0047306;-84.1438927;827
1440;Atlantic;39;41.5047757;-80.3389547;77
1441;Atlantic;16;41.4036007;-95.0138776;7112
1442;Atlantic;20;44.1717483;-68.4241854;NULL
1443;Atlantic;49;37.90068;-75.5077034;862
1444;Atlantic;34;34.8848864;-76.3404708;543
1445;Atlantic Beach;33;40.5889936;-73.7290207;1891
1446;Atlantic Beach;10;30.3344077;-81.398696;12655
1447;Atlantic Beach;42;33.8026725;-78.7164064;334
1448;Atlantic Beach;34;34.6990505;-76.7402108;1495
1449;Atlantic City;53;42.4966221;-108.7306677;37
1450;Atlantic City;31;39.3642834;-74.4229266;39558
1451;Atlantic Highlands;31;40.4078865;-74.034306;4385
1452;Atlantis;10;26.5909025;-80.1008762;2005
1453;Atlas;26;37.0950603;-94.3860562;NULL
1454;Atlasburg;39;40.3411805;-80.382842;401
1455;Atmautluak;2;60.8669444;-162.2730556;277
1456;Atmore;1;31.0237921;-87.4938708;10194
1457;Atoka;37;34.3898731006;-96.1521082885;3107
1458;Atoka;44;35.4411945;-89.7781379;8387
1459;Atoka;32;32.769558;-104.3888512;1077
1460;Atolia;5;35.3146869;-117.6092257;NULL
1461;Atomic City;13;43.4449093;-112.8127699;29
1462;Atqasuk;2;70.4691667;-157.3994444;233
1463;Atsion;31;39.7426177;-74.725992;NULL
